Bird_ID,Species,Origin,Destination
B5387,Warbler,"-45.88634493125183, 93.47505064338408","-53.58987048045535, 114.0121394448356"
B5388,Warbler,"-52.03276772659139, -57.263999031840896","-81.43116263714141, 90.98894265581464"
B5389,Crane,"42.375968187262, 22.919213050478334","54.51320794564822, 123.07009700202808"
B5390,Crane,"57.34177192766123, -82.71959614312117","-14.05939181018725, 54.562695156795854"
B5391,Swallow,"-31.120341016937424, 120.43494557167288","-64.16572858513797, 106.31607034186948"
B5392,Crane,"-35.0767994967992, 35.75065654751759","-74.59769734053643, -22.036223070539197"
B5393,Goose,"61.92582295545142, -92.37354262519766","25.315122692418385, 64.10066979668392"
B5394,Swallow,"22.306302299842383, 143.91302627584014","14.907215808414918, -168.7976391529168"
B5395,Crane,"-37.181101537969646, 29.10240017418664","63.718267806269495, 137.06085907422909"
B5396,Hawk,"38.45021266558479, -1.78901882733129","-84.31793779095285, 66.51851443309141"
B5397,Eagle,"-27.97329415802988, -167.58446888449183","66.31690197015598, 131.79472477865988"
B5398,Crane,"15.580010581591154, 147.52872185782047","69.7037596930179, 97.50919234298028"
B5399,Goose,"88.67412539780426, 162.8186097712961","-9.666058056745385, -76.90439486114516"
B5400,Stork,"-35.71301246111401, 22.535506021609397","-76.20003939262293, -81.76311734601295"
B5401,Crane,"77.49468012749998, -20.695192698759342","80.41377682841667, 107.86995992646764"
B5402,Warbler,"-32.28256542875433, -50.55657623831149","-77.03461704092925, -113.50469094433043"
B5403,Warbler,"7.251606787468205, -83.50272628702716","16.321555880312744, -140.1619677017636"
B5404,Warbler,"-7.202917872172804, 26.830561609514238","-1.2318295188922264, -174.58480620195016"
B5405,Stork,"50.96872122190851, -133.88578091475648","60.31556213905051, -72.5659034692844"
B5406,Warbler,"-79.00331409324093, 150.90249896825048","0.4692334870727279, -144.26458179508904"
B5407,Hawk,"22.88201473235949, -116.6548542991845","-5.558349292911572, 108.60715083483537"
B5408,Crane,"46.92004998278813, 88.38477444366623","68.51702634820055, -5.564220846570066"
B5409,Warbler,"-5.013926751218534, -69.52040194728546","83.52181489767048, -89.09451930841185"
B5410,Swallow,"-71.04733082319504, -98.6144120356758","8.868619511785255, 36.751297749045534"
B5411,Stork,"-45.935097572733646, 20.832904567720703","-8.149692448490455, -154.6731288010915"
B5412,Hawk,"32.34102661815547, 95.44499321742182","59.59712577859239, 81.40365046206051"
B5413,Swallow,"71.17872939005673, 81.62520081851329","59.59682305016963, 0.5014961789261179"
B5414,Swallow,"-14.11045073991204, -95.8477136770053","-32.51129110464023, -177.66850707791676"
B5415,Swallow,"10.87416631408665, -61.01915390294366","13.720257975960692, -65.08182495068662"
B5416,Swallow,"-48.89069338916483, 132.7795858801354","-62.25894335599207, 90.06925442014682"
B5417,Crane,"-15.801603473363144, 80.3677480259069","24.397558088278032, -112.2785386259106"
B5418,Warbler,"-29.377834601311527, 76.56980592692236","60.118022437713, 166.2758128338919"
B5419,Eagle,"27.99459863487425, -83.19417252051925","-56.24728472299952, 142.78649195560854"
B5420,Crane,"87.24581130151998, 105.1215507627968","-31.85153166154468, 100.1659423665435"
B5421,Crane,"56.39462135742352, -50.9695936443224","-9.191828929962083, -151.72259093988652"
B5422,Hawk,"-55.41037471328667, -35.499412742648445","62.114411542646536, -52.61857285198323"
B5423,Hawk,"13.982146795218029, -76.47800795973862","41.646602023321776, -72.64895576079222"
B5424,Warbler,"-78.04589130928771, -136.2995110658729","-32.96333011679606, -130.4548853728431"
B5425,Eagle,"-45.555212368325606, -28.65831732151267","-46.253960339330334, 179.8628022312637"
B5426,Hawk,"-59.00081830912973, -173.9017793079473","35.226847808301784, -127.00885141699496"
B5427,Warbler,"-29.60180322489667, -15.872313806186495","-3.620256292776176, -66.48208324452"
B5428,Warbler,"32.18651442795844, 81.00231771713504","16.83976041889248, 136.85092292437423"
B5429,Goose,"-0.109202954971181, 165.86821179521104","26.76554266968995, -128.02127011252134"
B5430,Eagle,"77.92366676925917, -151.69926795622797","10.563612035745138, -10.969930096656924"
B5431,Hawk,"-51.70520882726844, -78.73534649682178","20.352965378768346, 171.24844705180908"
B5432,Eagle,"-24.44235367429077, -2.112821419787906","69.75056745223645, -90.97614613233392"
B5433,Crane,"-30.62653617735549, -118.66033846731013","66.27580694594602, 73.10095810904988"
B5434,Crane,"-47.52654732721261, -137.9417320525303","-63.1738308133027, -151.18572658471888"
B5435,Eagle,"88.77073844272402, -17.16548203780181","15.569408625448318, 36.31389884938369"
B5436,Goose,"-20.2994018202502, 29.06299040119444","-10.925640599536123, -57.94216808442356"
B5437,Goose,"79.29161648992772, 115.2747815566904","-38.60638648826673, 71.84323152981668"
B5438,Eagle,"-19.714774706461892, 179.20923184590436","23.60653369520371, -24.15959804330029"
B5439,Hawk,"-53.26349782668103, 98.73748079538647","1.9590361362220532, -72.36048724032219"
B5440,Stork,"-68.54286047711199, -100.31743729212472","49.48273175936396, 16.562838720306075"
B5441,Goose,"64.00137477159092, 89.27210475404911","-73.18242187349468, -129.71271134854084"
B5442,Swallow,"-84.22242471268592, 13.375304754869632","-35.5174651130214, 113.19550943346496"
B5443,Crane,"83.59102590107065, -17.708552746761995","-85.35919341100266, 90.2553811133788"
B5444,Eagle,"-14.72558187860129, 156.8622578066171","44.27275565438646, 16.18854176646036"
B5445,Swallow,"-45.47261680481572, 72.75333129107813","74.24231994151503, -47.86261153293785"
B5446,Eagle,"21.140303798765245, 65.40950647582486","15.727741316754717, 149.48141784814396"
B5447,Warbler,"-66.07566146948646, -175.76785269806393","21.05624873988708, 48.4050239990689"
B5448,Crane,"-77.01379675805596, 131.4257368967219","-81.6434781005537, -77.47195233185396"
B5449,Crane,"59.00100334372206, 105.588171867712","0.6806336825179926, 110.41509912812614"
B5450,Goose,"-13.559260567441186, -72.38092394504068","4.837001871276527, 48.60709262375866"
B5451,Goose,"3.285884178815764, -74.83917149762087","-82.98459256330399, -134.27545804313695"
B5452,Swallow,"-58.19471840248832, -160.747754381316","50.829685154924846, -138.87603194085716"
B5453,Warbler,"-78.9436359851504, -161.6916874576762","-39.902375262904805, 157.71780699610918"
B5454,Eagle,"-23.80029612266759, 60.69402484620528","40.22046122602498, -76.35168679538003"
B5455,Warbler,"1.1063254284160848, -112.9544593531994","-17.473437563431602, 58.85373575571873"
B5456,Crane,"47.77751193804502, 152.4772259418782","89.21630474065935, -166.8838056957322"
B5457,Swallow,"0.1893600423834129, 123.26559408898288","-51.80307368271581, 20.34069724996104"
B5458,Stork,"50.85126318346252, -54.40134238841385","-79.5175935676919, -96.79369039763596"
B5459,Swallow,"-69.2220996586235, -43.17532134752324","86.38298877608796, -129.7345430314956"
B5460,Hawk,"-78.4867010320887, -62.180438092278976","-46.10843674639831, 98.46112522833408"
B5461,Swallow,"-61.40502645417871, -146.73783125096665","24.35961368084932, 111.4353564982422"
B5462,Warbler,"48.96218283997115, -168.68514324592155","-22.57772043325893, 77.47640419195596"
B5463,Hawk,"46.67944155096626, -17.232062997636973","25.133014230238828, -175.97273574905256"
B5464,Hawk,"-64.55379518808454, 159.49444121693796","17.290546095865494, -77.43268236841777"
B5465,Hawk,"-84.42204151487765, 150.20975549488867","37.309298632067325, -50.05394408286102"
B5466,Stork,"33.35074851818973, 111.5419468036912","-86.68019592419546, 68.70608058658743"
B5467,Swallow,"63.95072098373595, 46.29417387948169","60.51495908772017, 91.99572540340016"
B5468,Warbler,"45.73938519183281, 128.24006640892162","-3.8401444403569656, 46.02777193004866"
B5469,Swallow,"-53.496183489285926, 5.424666383363103","3.3935043008597603, 104.07180410568776"
B5470,Stork,"15.078221500560415, -115.14235211257258","-16.015465612777334, -26.172043984992712"
B5471,Crane,"46.32582971259743, 66.30132520412346","88.08884680914849, 15.06419634123759"
B5472,Goose,"-43.950833181532886, 151.43257266425832","54.28284733704666, -156.86993697219793"
B5473,Warbler,"4.9897442465015445, -172.94216493393117","-33.949192494634474, -26.221231243647026"
B5474,Warbler,"-33.39712728472135, -89.48014120514493","50.9528294619758, -24.252079141384456"
B5475,Swallow,"-49.3964248811362, -84.44225114234229","-11.341165094052428, 40.14723944457492"
B5476,Goose,"84.52607881875346, -144.34576609814607","66.60240168521653, -43.95731303580612"
B5477,Eagle,"74.26475286964674, -98.82208029652224","-84.44763085238361, -94.15620466146494"
B5478,Eagle,"-9.779808428732338, -41.76645195188922","-26.026830242553984, -94.46533586616069"
B5479,Stork,"-65.37994900848425, 158.34075294539667","-12.632551926890088, -131.80575789555948"
B5480,Eagle,"41.02331459771676, 129.69567688564672","43.96492435089908, 72.36815403417046"
B5481,Warbler,"-43.97379657692035, 160.56224073454206","-57.18595201395787, 44.12461717990061"
B5482,Eagle,"-59.66679494914299, -136.59416037995788","-38.469403009107886, 28.52997117856185"
B5483,Crane,"-21.324776807126767, -169.9025538170676","40.29845262952753, 11.167066535557268"
B5484,Crane,"5.372965650013029, -140.44206081200218","-76.16814134223225, -47.686500408033424"
B5485,Crane,"-72.46074063232537, 149.14642854694574","-53.79762694193201, 96.73807198706288"
B5486,Eagle,"12.914365148734774, -123.30409012720176","45.605981221531465, 151.9286994261427"
B5487,Stork,"-87.23729254272813, 26.149214366108936","67.59515716791938, -21.603891888565272"
B5488,Hawk,"70.53643090675561, -98.07034685012567","41.18904914338586, -32.72810185911797"
B5489,Hawk,"75.73350407019598, -172.5712470299522","4.884891323553546, -121.4180794495968"
B5490,Goose,"41.95273923213327, -149.53631682867206","-72.1689657856603, 61.45516991304615"
B5491,Hawk,"-6.021106456648028, 75.52692826790872","58.900633736453216, 20.91321481601281"
B5492,Hawk,"-44.11867129860399, -114.34807727519792","-67.67298050919926, 175.6792786456109"
B5493,Crane,"43.940176328051365, -97.5098860439474","-20.68587843994422, 30.35634003718488"
B5494,Crane,"77.72349635137144, -44.18765970347312","-80.91011801784005, -76.10008816983989"
B5495,Eagle,"-61.46393311846088, 56.60696164902242","37.74151707829486, 22.65863822205196"
B5496,Goose,"-6.152041926414356, -11.02593853452015","0.6290935907782682, 174.4902837795882"
B5497,Swallow,"-33.25290551353293, 160.05967775775707","73.36939201477861, 80.40066480869393"
B5498,Warbler,"-25.78647797173622, -23.69441133372121","-65.02635079297565, -133.7121688428203"
B5499,Goose,"-16.963599361872156, -108.3128687289102","57.44987106782625, -56.46145740049934"
B5500,Goose,"81.32334198684092, 13.011422187242914","1.920376432355113, -72.47341402107499"
B5501,Stork,"-43.44530978374314, -17.679738565847885","-24.103370995702704, 128.45656043546984"
B5502,Eagle,"-1.318348963168802, 103.36980187261072","25.842039459485548, 40.01862533803464"
B5503,Stork,"81.26774489912228, 156.64364299421368","52.27512659905864, 111.6367186437596"
B5504,Goose,"-4.309759760702889, 121.06628209314266","-10.74865078597604, -116.55142076394804"
B5505,Goose,"65.44791394586161, -39.945699026660805","-48.09497753920479, 146.892565787886"
B5506,Goose,"-79.42234062144944, -102.19819597511052","74.84204690969423, -159.0080410455833"
B5507,Hawk,"81.54547532338248, 149.2160173250139","-33.66040605408197, -45.05861263653057"
B5508,Warbler,"-56.24439353531084, -41.06172548261952","89.68255990155149, -174.9063440568845"
B5509,Warbler,"86.38830625163115, 97.27438444153564","48.11848721217464, -113.65938212148932"
B5510,Stork,"-58.39616425346128, 176.2298428366406","33.807451484458554, 166.4013117014753"
B5511,Goose,"-10.01412939690465, 27.879365345499394","-87.7680489902604, -151.74168069942874"
B5512,Warbler,"-34.449391516941986, -7.243031387201199","-9.264361332883595, -127.65363214622012"
B5513,Crane,"-12.018344202892068, 71.95348169323753","0.4429936237279577, 152.9456494483872"
B5514,Warbler,"-44.905546813405415, -110.18484691536928","-22.25224868637757, 75.66284301823922"
B5515,Eagle,"83.75713423697553, -4.233694032485943","-63.00484190974666, -33.49281288899766"
B5516,Eagle,"-34.9695028668435, -67.56092744028273","-23.858920034080526, -155.24430574019965"
B5517,Warbler,"27.58948417156013, -120.87796655675524","-76.5047985856184, 102.61402526852784"
B5518,Crane,"-65.25945187221808, 39.64915765114301","-37.634594453992456, -2.618422028763888"
B5519,Eagle,"58.38974727297909, 27.25419076493281","-74.93773038784884, -63.71392812336285"
B5520,Hawk,"7.651429831712406, 94.03329590731433","45.43622168804728, -50.12984682897118"
B5521,Warbler,"86.30030241563685, 134.2692447268901","30.808312771398008, 1.8999136708214053"
B5522,Hawk,"-13.787600969981668, -100.66464503247988","79.18796462923271, 18.443816308139816"
B5523,Warbler,"-54.81938250420113, 100.69295473936808","-21.61281204442406, 114.51555751335592"
B5524,Swallow,"-27.71658010062296, -47.74134212894555","51.51617243925722, 97.81333994519504"
B5525,Swallow,"42.65380909682898, 46.370016645632944","15.769296492286912, 96.14112894727508"
B5526,Swallow,"28.639173779257675, 126.08640993449204","26.298617056671038, 82.54727507530276"
B5527,Eagle,"50.10253337119053, -87.7733584971052","8.543028557591938, 92.80328945148416"
B5528,Hawk,"-76.77534740324236, 36.34606222770137","50.24882528293341, 63.936549070177904"
B5529,Hawk,"14.466379562061562, -7.085204207934851","-82.44154225538124, 132.48845041973271"
B5530,Hawk,"77.79036186653485, 104.60782564225885","-75.512130495389, 20.68354659819147"
B5531,Crane,"-70.57765449331607, 71.00686761879788","-72.73372140428576, 7.503933458316283"
B5532,Hawk,"-73.0196533956638, 97.06746092516698","-38.03566786872562, 72.4665523099921"
B5533,Crane,"38.988785613512505, -76.34047334284507","16.403182118710035, -120.237849691281"
B5534,Swallow,"-33.26715794804366, 73.56826587207453","26.211158916203942, 99.70261698061536"
B5535,Swallow,"28.54425786496324, 38.09011473346271","38.26866063411086, 157.01610355822396"
B5536,Eagle,"8.169212349064793, -15.59503582352758","-39.46261970074363, -73.34641266670602"
B5537,Warbler,"87.49199850118302, -43.796271467465886","27.03829390172092, 39.97618458425163"
B5538,Swallow,"70.03015505187733, -60.62398891364488","-68.81580130354783, -168.25589510362514"
B5539,Warbler,"32.053100681108106, -176.51722993098122","-88.20374218944167, 95.69623056216012"
B5540,Warbler,"-42.898567301432905, -118.95892152955643","35.04254175908996, 21.48054234697412"
B5541,Eagle,"-42.85653081291549, -158.76784359957367","38.81019752650508, 62.51554246849028"
B5542,Goose,"68.80388410241025, 125.40871534668094","21.98568742633995, -128.5226208209504"
B5543,Goose,"15.361391749570744, 129.63199334942954","-43.40340916254052, 111.40372992988848"
B5544,Stork,"52.070720769378426, 124.62960120813636","76.94432290472866, -87.86291855629398"
B5545,Eagle,"-9.024442823370578, 114.4511151673617","67.62160496344475, 66.52519318563253"
B5546,Stork,"-71.44674540272521, -100.32103672992832","2.7973009114515577, 33.53103541087603"
B5547,Stork,"-30.116437516867308, -2.9569771761573804","88.04515518815248, 55.364920606212166"
B5548,Goose,"-60.99314502809463, 146.8237579086229","-36.2484798200106, -161.91457674978312"
B5549,Eagle,"50.72990695659041, 93.5214458569431","-1.5958287593344096, 87.06620528324038"
B5550,Goose,"36.09215813827623, -179.34469705643008","77.02591893356089, 106.28990226996324"
B5551,Stork,"-74.08567397015268, -14.606432494634362","-6.818016131367159, -9.066303665132123"
B5552,Eagle,"21.84937177713786, -176.15872826652435","-5.218519005866241, -32.81002407464962"
B5553,Stork,"67.34439125906317, -78.96202308695706","-75.70933175986085, -56.68390657625783"
B5554,Hawk,"35.52557317199398, -23.12552115832139","-51.957648091820445, 154.03748633361727"
B5555,Warbler,"2.0001443371958487, 141.44374535410043","-61.58425931753448, 91.82457156295266"
B5556,Eagle,"-33.864608711000294, 55.57834229303754","11.747856670868444, 71.50274180519335"
B5557,Eagle,"69.67741492546119, -49.50555642363327","-32.67151721699488, 153.21838486517487"
B5558,Warbler,"-13.895121214616424, -3.364235116948436","-76.13451734470745, -54.443076977083095"
B5559,Stork,"63.970844442081386, 114.26021589491064","1.795030620294085, 46.84971089396825"
B5560,Hawk,"50.93997087927548, -72.12398431906325","30.45908909324528, 66.98045898966461"
B5561,Crane,"56.92085375055476, 41.41251916871994","42.57481271804119, 178.6419155943903"
B5562,Warbler,"88.16355362909633, -85.59112180037384","60.75322333225003, -26.21299881342395"
B5563,Goose,"44.77653285713362, -7.213162599481478","-3.2478489324127797, -35.9348213016801"
B5564,Stork,"-83.87263157064328, -171.1229387176572","-19.68986565323604, -149.58434724818372"
B5565,Warbler,"-53.02189170346592, 126.8191150170091","33.141921529967135, -144.55710549360896"
B5566,Warbler,"-83.66487294147039, -162.5944206556152","-87.59434451913145, 4.247661791393085"
B5567,Eagle,"-55.815557410495686, -99.23022005816456","24.034785550792392, -118.37449460242564"
B5568,Goose,"-78.9408880764996, -59.935723574828216","-16.9772536591948, -153.74490038749525"
B5569,Goose,"0.2910674135255249, 45.05800203618537","-8.482448459298112, 167.3614818126852"
B5570,Goose,"-84.922881636046, 79.21204760702005","-36.67148398505872, 162.51026324699512"
B5571,Warbler,"-4.9357620692533, -151.0376247772404","-67.09040683450144, -62.90036339436245"
B5572,Crane,"71.79136328160214, -164.35242508147547","-17.743560448642484, 104.35298649598955"
B5573,Swallow,"44.7436822634657, 107.63635918656558","-34.52358057138026, 134.11765930290142"
B5574,Stork,"79.9120662573161, 76.3799522054855","82.82130711956839, -12.691055597763407"
B5575,Swallow,"-49.20358072382632, 119.35812753167636","79.83709771248476, -99.46904192626856"
B5576,Warbler,"5.595446952952869, 63.55377546606587","25.90510771425926, -133.27026216811578"
B5577,Swallow,"-32.655698430149016, 90.364417328395","72.66623587166742, -129.3039462869627"
B5578,Warbler,"-1.1124367754338778, -43.54618210302789","45.22945999814871, 106.89593570532242"
B5579,Swallow,"10.273649325171933, 32.46635534218913","-27.739531957180358, -41.610306590545406"
B5580,Goose,"-83.48649651434427, 109.94124343325132","18.70212010937486, 69.6627541621975"
B5581,Hawk,"-48.01389566130304, -118.03768761365384","-50.34175675209251, 13.92963637872299"
B5582,Goose,"36.85910026391953, -27.783734102571003","33.69748516988686, -37.919383047556096"
B5583,Goose,"49.12704441725393, 86.57631665275005","-81.93463705785193, -135.42633389366625"
B5584,Eagle,"12.501246147750578, 11.749165835466757","59.64151476582899, -59.95836445358231"
B5585,Eagle,"-41.25077496923819, 65.39668305342175","14.981368375613073, 122.46261150737064"
B5586,Swallow,"-17.08485898990679, -74.56708948470698","-79.4810975899106, 112.1032573050786"
B5587,Warbler,"-72.71337386135077, -168.3567175256335","66.91700975894446, -169.78730689235377"
B5588,Goose,"81.5723310226665, -169.5075192884246","67.98625396291186, -129.50043898495392"
B5589,Swallow,"66.36194481785188, 159.40122355092518","63.50685083609719, 92.12443802396984"
B5590,Eagle,"-78.1915775566566, 160.0344158382149","49.37435582737015, -59.1361573081049"
B5591,Hawk,"-60.03168018150051, -103.938357616337","32.02657474744736, 51.69278410507352"
B5592,Stork,"14.596999413975638, -126.91236313046016","-18.55635806185505, 22.563266037857943"
B5593,Swallow,"-48.16258665674114, -173.46965979851248","-65.45894988843801, 54.744233542158725"
B5594,Hawk,"78.19212564254309, -96.74753172650694","-38.02045049402005, -160.6692416672566"
B5595,Stork,"46.006304556793424, -59.6334811843535","-27.526115096741837, 155.20291399088163"
B5596,Crane,"-40.8075276760051, -93.1526518903628","-25.54623587433753, -172.4509620880865"
B5597,Swallow,"-88.9017459857143, 107.0582905102325","11.78813072291794, -177.1083014454917"
B5598,Swallow,"53.900530416535446, 89.79497973915676","-52.49109453376099, -98.58491913999696"
B5599,Crane,"-13.663852271808182, -150.83490791308537","-55.86099676762498, 177.65853099506393"
B5600,Crane,"25.62798813439987, 71.03577891675334","39.05328634825335, -153.88832354386557"
B5601,Swallow,"-38.344531424166455, 7.410643159649965","-88.64990092250707, 134.8200626438571"
B5602,Crane,"-64.28281331552922, -132.42020170505052","-63.08650162565508, -122.72793464040988"
B5603,Goose,"31.55608652143424, 86.23275497747369","-11.707545193565153, -140.7228144515313"
B5604,Stork,"-8.941574133601364, -149.02359653728706","-63.16503009841895, 100.4293431428739"
B5605,Stork,"-47.66945380740344, -116.22576031150678","82.76625923740968, 124.80433723932072"
B5606,Stork,"-65.22696007808342, -126.2784666408613","30.61871126430169, 105.18583984531608"
B5607,Goose,"14.486326999494024, 158.05202549993425","-12.101487921985196, -93.22960349241028"
B5608,Warbler,"40.59898923736338, 71.33616115367354","-69.79403738397671, 136.7433813843544"
B5609,Crane,"-38.90034681783925, -31.9370655006864","-20.666467772166957, -154.1212444115502"
B5610,Hawk,"42.32565636248231, 115.99349430556872","27.10830036203289, -56.88811323393857"
B5611,Crane,"-57.03800422810106, -102.25461257198484","84.38655660445207, -13.254074737999332"
B5612,Swallow,"-29.085175602880334, 155.19358045623557","-4.916274544655835, -155.6153022214718"
B5613,Eagle,"44.07881162399198, 70.9190355164769","34.634204296633044, 28.74358027750182"
B5614,Stork,"28.82583353647428, 21.44903076292761","-54.83538048118984, 21.3778861436125"
B5615,Crane,"-41.30574715729575, 106.07344153319808","22.254006732419384, 177.1857269669461"
B5616,Hawk,"-68.01569972155204, 52.12115331305702","-46.97011801673694, 43.79904100366383"
B5617,Swallow,"-82.35478350949646, 139.35933900377364","-54.33587061916578, -36.8835563451614"
B5618,Goose,"60.82473238547141, 118.49495762679196","1.659701100611997, 104.466545112466"
B5619,Warbler,"-76.4744490777852, -108.78101818531962","-51.90042646195201, -59.411878497504986"
B5620,Goose,"-69.32787260285019, -93.72103180402736","39.838954900361045, 11.832715574113251"
B5621,Hawk,"-47.212086550439935, -156.56493104076833","78.72058637394082, -160.03094155444052"
B5622,Swallow,"-9.77945323682738, -100.72838981779113","-19.15162156894772, -63.8403211922239"
B5623,Stork,"52.16167444256928, -56.34400862227152","-31.956947383189195, 10.11888531143785"
B5624,Crane,"-45.45354133060091, -169.62215213790248","-58.34071915151232, 72.83228174106725"
B5625,Swallow,"7.83148470475534, -66.61348336417899","-19.72864303425084, -144.3481954666334"
B5626,Warbler,"-73.73294603099225, 97.75650298582816","10.734136295770242, 106.98722249181009"
B5627,Goose,"-6.388019075425547, 122.51793528490144","-22.865505661246942, 144.0572351944552"
B5628,Warbler,"-58.02498119208451, -176.80561560452762","22.15371932979923, -78.8266203980061"
B5629,Warbler,"-51.98551939969829, -177.42706622307622","29.23621469157825, 95.52476908234944"
B5630,Hawk,"-23.97088186039271, -127.3294410296396","-72.39067883734583, -115.07454318215004"
B5631,Hawk,"47.04258576615433, 134.1277418641643","35.60088708173018, 8.429713832408197"
B5632,Crane,"43.91755738204225, -11.059901592352643","72.05715556410092, 107.14873142594678"
B5633,Hawk,"-15.304864232642387, 173.84474742047308","-85.27461325028851, -40.86299319175484"
B5634,Hawk,"-68.63919224536644, 139.4393276760485","9.2433979077947, -170.53190926602446"
B5635,Swallow,"-39.47550839568967, 140.44612085029434","18.69738727564787, 14.38825507710652"
B5636,Stork,"0.9640397754248796, -133.74848450564275","37.76676031266575, 124.09195424426592"
B5637,Crane,"66.49412016512215, -8.917434283424967","-20.56164051615892, -141.00214416674635"
B5638,Swallow,"84.28583066639948, 177.69261503448678","57.36785703423379, -169.32909522869605"
B5639,Stork,"24.74476830430443, -126.34407710624907","7.1813639225132135, 111.25467935445108"
B5640,Warbler,"-26.876431710467763, 26.72404330255003","-16.391411718498006, -83.83227167831193"
B5641,Swallow,"34.82162166498817, -56.059202896889474","39.46620523258216, -48.83626593400177"
B5642,Eagle,"-29.478575552292256, -40.371069592672114","76.9275956889517, -148.68646923434403"
B5643,Swallow,"22.585221614989152, 140.68530145458044","56.160295879944215, -145.2171656071918"
B5644,Hawk,"-46.12201709477821, 31.644924909221885","77.51966003791094, 41.23560848976237"
B5645,Stork,"-41.94203377835196, 93.15950017996994","-42.13174283456233, 18.80267376473745"
B5646,Crane,"-76.45939397259784, 62.3643830982868","-68.66766524039257, -74.73536049086916"
B5647,Crane,"-14.374592601628509, 10.445648605189009","6.18291902859346, -17.014479737481054"
B5648,Stork,"21.27141361722019, 105.01603155733534","-82.00252352843839, -40.24880483651097"
B5649,Hawk,"51.9830898859118, 169.46384612773824","31.426158405826055, 70.21904991166275"
B5650,Goose,"55.86273807078487, 168.05503942408302","-46.799725812200194, 130.35204893289142"
B5651,Swallow,"88.64000091128949, 104.20272035761332","-8.216984086538105, 95.436871000566"
B5652,Hawk,"-74.20396934934686, -4.561287930277558","28.00113129707725, -178.41324611944782"
B5653,Eagle,"-1.235381679750816, -121.26277469116756","-3.0428453931360764, -144.16075399637066"
B5654,Warbler,"3.847423572434408, -163.990616770118","-47.50882909802168, -25.424359180771543"
B5655,Stork,"54.816016748020616, -96.67981138826012","68.46669359929615, 126.64758811719628"
B5656,Swallow,"-42.055467194007534, -57.50712014488437","47.61635778720853, -94.6892922933438"
B5657,Crane,"-77.51298241089594, -133.25413826950103","18.19304884250141, 136.4227511574631"
B5658,Warbler,"-33.523414151684456, -99.0844813395172","35.737247449511855, -140.3950829251926"
B5659,Goose,"87.10700923156696, -149.92363275808174","-15.24133842697097, -153.86143541454928"
B5660,Eagle,"71.89941560842553, 8.523709942672383","-22.3394226446958, 148.8310909724152"
B5661,Crane,"-18.85554702960272, -134.52545117752305","-61.17991636887038, -121.68830664119108"
B5662,Stork,"67.7289597741109, 87.39670677226366","54.646467740952886, -13.040790612438345"
B5663,Swallow,"-84.10419285900143, -60.246079868130224","-21.412035867381448, -62.65546409646298"
B5664,Stork,"-33.4432660564439, 61.942577116043225","34.6183154101939, -126.85088352064804"
B5665,Warbler,"40.82613263775801, 137.70699662893844","-36.01044156223409, 47.55996538561314"
B5666,Swallow,"-50.13859481696899, -149.03404468667625","53.27806682279487, 166.92217708734267"
B5667,Hawk,"-54.2896287322848, 176.04028346857575","-71.05618596007697, 56.91940086752061"
B5668,Goose,"65.12535827358721, 52.28760325202475","22.502555880316336, -52.66847420016106"
B5669,Hawk,"20.871712993813887, -160.78826324280388","55.367048059464594, 76.24690409157029"
B5670,Hawk,"88.02408929616644, -66.9591965065799","28.84504427757317, -128.43066403089597"
B5671,Stork,"-65.75945826975327, 139.04825361892426","35.30084520151803, 28.80587184962772"
B5672,Warbler,"-25.8968866980336, 34.64409757424323","4.678011975193925, -10.99531938736871"
B5673,Goose,"-33.9815930753368, -76.59994779183056","10.625759479577823, -50.40591428749028"
B5674,Swallow,"68.42380278940374, 158.57805038346504","-78.1391810034657, 86.24422887459292"
B5675,Swallow,"-44.04662639225809, 103.41092534681589","-44.85543353899581, -137.34462764792156"
B5676,Eagle,"-26.377020418649398, 84.79385861398123","39.947174406663095, 11.804571173942662"
B5677,Crane,"-64.28990237842305, 139.83376320241297","80.17585597037967, 127.58303755920394"
B5678,Eagle,"49.57217687685369, 97.12078009510168","7.520572366729212, -107.38434394950042"
B5679,Eagle,"-47.21340888740648, -76.77419284840937","40.60643980639111, -84.76515290538403"
B5680,Swallow,"-77.7023509982005, 30.19898718921885","33.044376710579115, 57.84184539784136"
B5681,Stork,"-11.680428115638604, 123.2230203943068","89.88917779191507, 98.13130502237811"
B5682,Hawk,"-19.53753768692376, -114.89468157977944","53.100799023333536, -77.99918350256175"
B5683,Warbler,"-58.03034322503241, -121.31161937956684","22.97652008133096, -50.43671692676401"
B5684,Hawk,"-65.9524392187172, -122.76855087448322","-69.27132317157728, 86.3684938402132"
B5685,Hawk,"71.38029840898693, -110.06810112149252","-24.72083892060948, -77.283480550668"
B5686,Goose,"-77.78799242077851, -142.83690637924164","-44.87418800263991, 59.84910169433468"
B5687,Swallow,"-72.12402779466241, 121.54644718709989","63.661613984723886, -122.81948970991824"
B5688,Warbler,"-45.891489395086914, 114.5945593430942","-9.688857492672142, -31.92823458417155"
B5689,Stork,"81.51105413817038, -125.5071629307258","6.353940051541898, 67.92379550036338"
B5690,Goose,"-74.63083508642607, 73.99338361572455","83.66819394408986, -14.43435980329511"
B5691,Crane,"56.8826688137188, 45.71120131558186","60.60308429708405, -173.0745545909295"
B5692,Stork,"70.5693875973889, -80.5700643795499","52.16764684321913, -33.70307144237495"
